id,gm_time_s,extend_g_time_s
4318,0.0042,0.0042
4319,0.0027,0.0022
4320,0.0039,0.0035
4321,0.0037,0.0025
4322,0.0034,0.003
4323,0.0033,0.0028
4324,0.0039,0.0033
4325,0.005,0.0042
4326,0.0035,0.0029
4327,0.0042,0.0035
4328,0.0025,0.0021
4329,0.0044,0.0038
4330,0.0028,0.003
4331,0.0021,0.0018
4332,0.0035,0.003
4333,0.002,0.0017
4334,0.0046,0.0035
4335,0.0039,0.0034
4336,0.0036,0.0033
4337,0.0044,0.0038
4338,0.0027,0.0024
4339,0.0038,0.0033
4340,0.0019,0.0016
4341,0.005,0.0043
4342,0.0043,0.0043
4343,0.003,0.0025
4344,0.005,0.0043
4345,0.0043,0.0031
4346,0.0048,0.0042
4347,0.0024,0.002
4348,0.0033,0.0029
4349,0.0021,0.0018
4350,0.0041,0.0035
4351,0.003,0.0025
4352,0.0033,0.0028
4353,0.0028,0.0024
4354,0.0033,0.0033
4355,0.0045,0.0039
4356,0.002,0.0017
4357,0.0029,0.0025
4358,0.0034,0.0024
4359,0.0026,0.0022
4360,0.002,0.0018
4361,0.0018,0.0014
4362,0.002,0.0018
4363,0.0048,0.0041
4364,0.0027,0.0023
4365,0.0035,0.0029
4366,0.0033,0.0028
4367,0.0035,0.0029
4368,0.0039,0.004
4369,0.0018,0.0015
4370,0.005,0.0043
4371,0.0043,0.0031
4372,0.0027,0.0024
4373,0.0035,0.003
4374,0.0037,0.0032
4375,0.003,0.0026
4376,0.0034,0.0029
4377,0.0034,0.0029
4378,0.004,0.0036
4379,0.0023,0.002
4380,0.0041,0.004
4381,0.0028,0.0024
4382,0.0022,0.002
4383,0.0036,0.0033
4384,0.0038,0.0026
4385,0.0035,0.0029
4386,0.0025,0.0021
4387,0.004,0.0033
4388,0.0016,0.0013
4389,0.0024,0.0019
4390,0.0017,0.0014
4391,0.0036,0.0032
4392,0.002,0.0017
4393,0.0045,0.0041
4394,0.0025,0.0022
4395,0.0017,0.0016
4396,0.0033,0.0036
4397,0.0045,0.004
4398,0.002,0.0017
4399,0.0032,0.0023
4400,0.0026,0.0025
4401,0.0036,0.0032
4402,0.0034,0.0029
4403,0.0026,0.0022
4404,0.003,0.0025
4405,0.0036,0.0032
4406,0.0036,0.0032
4407,0.003,0.0025
4408,0.0019,0.0016
4409,0.0038,0.0039
4410,0.0033,0.003
4411,0.0033,0.003
4412,0.003,0.0027
4413,0.0041,0.0031
4414,0.0027,0.0024
4415,0.0019,0.0017
4416,0.002,0.0019
4417,0.0026,0.0023
4418,0.0036,0.0032
4419,0.0028,0.0024
4420,0.0034,0.003
4421,0.003,0.0025
4422,0.0028,0.0024
4423,0.0032,0.0034
4424,0.0047,0.0041
4425,0.0019,0.0016
4426,0.0039,0.0033
4427,0.0042,0.003
4428,0.0026,0.0022
4429,0.0036,0.0031
4430,0.0025,0.0022
4431,0.0031,0.0027
4432,0.0046,0.0038
4433,0.0029,0.0024
4434,0.0026,0.0023
4435,0.0038,0.0032
4436,0.0023,0.0026
4437,0.0033,0.0028
4438,0.0023,0.0019
4439,0.0037,0.0033
4440,0.0023,0.0019
4441,0.0023,0.002
4442,0.0045,0.0034
4443,0.0024,0.0021
4444,0.002,0.0017
4445,0.0027,0.0023
4446,0.0054,0.0047
4447,0.0029,0.0025
4448,0.0036,0.0031
4449,0.0024,0.0019
4450,0.0023,0.0026
4451,0.0028,0.0023
4452,0.0031,0.0026
4453,0.0037,0.0031
4454,0.0018,0.0015
4455,0.0046,0.0034
4456,0.0027,0.0023
4457,0.0037,0.0033
4458,0.0029,0.0027
4459,0.0039,0.0033
4460,0.0031,0.0026
4461,0.0024,0.0021
4462,0.0023,0.002
4463,0.0041,0.0044
4464,0.0042,0.0037
4465,0.0028,0.0024
4466,0.0034,0.0029
4467,0.0014,0.0012
4468,0.0047,0.0035
4469,0.0021,0.0018
4470,0.004,0.0035
4471,0.0055,0.0046
4472,0.0045,0.0041
4473,0.0022,0.0019
4474,0.0041,0.0037
4475,0.0039,0.0042
4476,0.0019,0.0016
4477,0.0022,0.0019
4478,0.0035,0.003
4479,0.0031,0.0027
4480,0.0027,0.0023
4481,0.0055,0.0041
4482,0.0033,0.0028
4483,0.003,0.0026
4484,0.0031,0.0026
4485,0.0024,0.002
4486,0.0038,0.0033
4487,0.0029,0.0025
4488,0.0032,0.0028
4489,0.0026,0.0029
4490,0.005,0.0044
4491,0.0024,0.0021
4492,0.0049,0.0043
4493,0.0036,0.0026
4494,0.0043,0.0038
4495,0.004,0.0035
4496,0.0047,0.004
4497,0.0021,0.0019
4498,0.0022,0.0018
4499,0.0024,0.0021
4500,0.0031,0.0026
4501,0.0037,0.0038
4502,0.0037,0.0031
4503,0.002,0.0017
4504,0.0029,0.0024
4505,0.0034,0.003
4506,0.0032,0.002
4507,0.0044,0.0039
4508,0.0019,0.0016
4509,0.0028,0.0024
4510,0.0037,0.0031
4511,0.0042,0.0037
4512,0.0033,0.003
4513,0.0025,0.002
4514,0.0037,0.0037
4515,0.0042,0.0036
4516,0.0017,0.0015
4517,0.0021,0.0018
4518,0.0031,0.0027
4519,0.0015,0.0013
4520,0.0039,0.0028
4521,0.0031,0.0026
4522,0.0019,0.0016
4523,0.0037,0.0032
4524,0.0022,0.0018
4525,0.0023,0.002
4526,0.0024,0.002
4527,0.0018,0.0016
4528,0.0029,0.0025
4529,0.005,0.0047
4530,0.0028,0.0025
4531,0.0036,0.0031
4532,0.0026,0.0023
4533,0.0051,0.0044
4534,0.0043,0.0032
4535,0.0063,0.0057
4536,0.003,0.0025
4537,0.0018,0.0015
4538,0.0032,0.0027
4539,0.0054,0.0047
4540,0.0045,0.0045
4541,0.004,0.0035
4542,0.0043,0.0037
4543,0.0027,0.0023
4544,0.0025,0.0021
4545,0.0045,0.003
4546,0.0026,0.0022
4547,0.0026,0.0023
4548,0.0046,0.004
4549,0.0031,0.0026
4550,0.003,0.0026
4551,0.0044,0.0038
4552,0.0041,0.0042
4553,0.0033,0.0027
4554,0.003,0.0024
4555,0.0018,0.0016
4556,0.003,0.0023
4557,0.0021,0.0018
4558,0.0033,0.0024
4559,0.0038,0.0022
4560,0.0051,0.0046
4561,0.0018,0.0015
4562,0.0028,0.0024
4563,0.0024,0.0021
4564,0.0031,0.0027
4565,0.0023,0.0019
4566,0.0024,0.002
4567,0.0047,0.0045
4568,0.0046,0.0033
4569,0.003,0.0024
4570,0.0039,0.0031
4571,0.0017,0.0014
4572,0.002,0.0016
4573,0.0018,0.0014
4574,0.0032,0.0018
4575,0.004,0.0032
4576,0.0045,0.0037
4577,0.0048,0.0039
4578,0.0038,0.003
4579,0.0048,0.0045
4580,0.0028,0.0022
4581,0.003,0.0023
4582,0.0056,0.0045
4583,0.0031,0.0025
4584,0.0021,0.0017
4585,0.0021,0.0018
4586,0.0016,0.0014
4587,0.0043,0.003
4588,0.0013,0.001
4589,0.0032,0.0027
4590,0.0041,0.0034
4591,0.0041,0.0035
4592,0.0034,0.0029
4593,0.0039,0.0037
4594,0.0025,0.0021
4595,0.0042,0.0036
4596,0.0017,0.0015
4597,0.0036,0.003
4598,0.0048,0.004
4599,0.0043,0.003
4600,0.0038,0.0032
4601,0.0024,0.0021
4602,0.0035,0.0029
4603,0.004,0.0033
4604,0.0032,0.0027
4605,0.0021,0.0017
4606,0.0041,0.0042
4607,0.004,0.0033
4608,0.0023,0.0019
4609,0.0039,0.0033
4610,0.0047,0.0038
4611,0.0028,0.0023
4612,0.0054,0.0039
4613,0.0037,0.0032
4614,0.004,0.0033
4615,0.0026,0.0021
4616,0.0021,0.0018
4617,0.0031,0.0026
4618,0.0039,0.004
4619,0.0035,0.0029
4620,0.0023,0.0019
4621,0.0032,0.0028
4622,0.0039,0.0034
4623,0.0039,0.0034
4624,0.0036,0.0031
4625,0.0049,0.0035
4626,0.0046,0.004
4627,0.0029,0.0025
4628,0.0031,0.0026
4629,0.004,0.004
4630,0.0046,0.0038
4631,0.004,0.0034
4632,0.0034,0.0028
4633,0.0015,0.0012
4634,0.0042,0.0035
4635,0.0018,0.0015
4636,0.0049,0.004
4637,0.0048,0.0032
4638,0.0031,0.0026
4639,0.0021,0.0018
4640,0.0032,0.0027
4641,0.0042,0.0036
4642,0.0037,0.004
4643,0.0029,0.0025
4644,0.003,0.0025
4645,0.004,0.0035
4646,0.0022,0.0018
4647,0.0023,0.002
4648,0.0035,0.0031
4649,0.0032,0.0029
4650,0.005,0.0038
4651,0.0024,0.002
4652,0.0035,0.003
4653,0.0033,0.0028
4654,0.0019,0.0015
4655,0.0021,0.0025
4656,0.0028,0.0023
4657,0.0031,0.0026
4658,0.0036,0.003
4659,0.0012,0.001
4660,0.0027,0.0021
4661,0.0025,0.0021
4662,0.0039,0.0033
4663,0.0022,0.0018
4664,0.0018,0.0015
4665,0.0031,0.0027
4666,0.0053,0.0042
4667,0.003,0.0026
4668,0.0029,0.0024
4669,0.0029,0.0024
4670,0.0049,0.0047
4671,0.0033,0.0028
4672,0.003,0.0025
4673,0.0034,0.003
4674,0.0027,0.0023
4675,0.0042,0.0036
4676,0.0043,0.0037
4677,0.0028,0.0023
4678,0.0017,0.0015
4679,0.0027,0.0022
4680,0.0029,0.0019
4681,0.0019,0.0016
4682,0.0027,0.0023
4683,0.0046,0.0044
4684,0.0027,0.0248
4685,0.0034,0.0029
4686,0.0043,0.0036
4687,0.0052,0.0044
4688,0.0038,0.0032
4689,0.0039,0.0033
4690,0.0034,0.0029
4691,0.004,0.0034
4692,0.0036,0.0023
4693,0.0026,0.0022
4694,0.0033,0.0028
4695,0.0025,0.0021
4696,0.005,0.005
4697,0.0047,0.0039
4698,0.0039,0.0033
4699,0.0039,0.0033
4700,0.0049,0.0042
4701,0.003,0.0026
4702,0.0029,0.0025
4703,0.003,0.0026
4704,0.0023,0.002
4705,0.004,0.0025
4706,0.004,0.0032
4707,0.0021,0.0017
4708,0.0033,0.0032
4709,0.002,0.0016
4710,0.0021,0.0016
4711,0.0045,0.0038
4712,0.0031,0.0027
4713,0.004,0.0035
4714,0.0017,0.0015
4715,0.0033,0.003
4716,0.0041,0.0037
4717,0.0043,0.0037
4718,0.0022,0.0019
4719,0.0035,0.0023
4720,0.0039,0.0033
4721,0.0044,0.0043
4722,0.0022,0.0018
4723,0.0061,0.0053
4724,0.0016,0.0014
4725,0.0046,0.0039
4726,0.0024,0.002
4727,0.0024,0.002
4728,0.0034,0.0029
4729,0.0029,0.0025
4730,0.0028,0.0025
4731,0.0041,0.0029
4732,0.0256,0.0031
4733,0.0037,0.0037
4734,0.0039,0.0034
4735,0.0027,0.0023
4736,0.0018,0.0015
4737,0.0021,0.0019
4738,0.0026,0.0022
4739,0.0028,0.0025
4740,0.0039,0.0033
4741,0.0025,0.0022
4742,0.0029,0.0025
4743,0.004,0.0034
4744,0.0034,0.0029
4745,0.0027,0.0023
4746,0.0037,0.0028
4747,0.0016,0.0014
4748,0.0031,0.0031
4749,0.004,0.0035
4750,0.0018,0.0016
4751,0.0061,0.0053
4752,0.005,0.0042
4753,0.0044,0.0038
4754,0.0043,0.0037
4755,0.0039,0.0034
4756,0.004,0.0035
4757,0.003,0.0021
4758,0.0033,0.0034
4759,0.0017,0.0014
4760,0.003,0.0025
4761,0.0035,0.003
4762,0.0051,0.0046
4763,0.002,0.0018
4764,0.0033,0.0028
4765,0.0022,0.0018
4766,0.0035,0.003
4767,0.0028,0.0024
4768,0.0028,0.0024
4769,0.0051,0.0043
4770,0.0029,0.002
4771,0.003,0.0026
4772,0.0016,0.002
4773,0.0027,0.0023
4774,0.0039,0.0034
4775,0.0036,0.003
4776,0.0037,0.0031
4777,0.0023,0.002
4778,0.0035,0.0031
4779,0.0021,0.0018
4780,0.0034,0.0029
4781,0.0034,0.0029
4782,0.0033,0.0029
4783,0.0042,0.0035
4784,0.0038,0.0027
4785,0.0029,0.003
4786,0.003,0.0026
4787,0.0043,0.0037
4788,0.0032,0.0028
4789,0.0042,0.0035
4790,0.0026,0.0021
4791,0.0031,0.0026
4792,0.0023,0.0019
4793,0.0029,0.0024
4794,0.0053,0.0046
4795,0.0023,0.002
4796,0.0034,0.0029
4797,0.0051,0.0043
4798,0.0014,0.0012
4799,0.0033,0.0028
4800,0.002,0.0018
4801,0.0029,0.0025
4802,0.0027,0.0022
4803,0.004,0.0035
4804,0.0043,0.0037
4805,0.006,0.0055
4806,0.0032,0.0028
4807,0.004,0.0034
4808,0.0034,0.0024
4809,0.002,0.0017
4810,0.003,0.0032
4811,0.0051,0.0043
4812,0.0038,0.0033
4813,0.0043,0.0037
4814,0.002,0.0017
4815,0.0028,0.0024
4816,0.0018,0.0016
4817,0.0029,0.0024
4818,0.0036,0.0033
4819,0.0039,0.0035
4820,0.0039,0.0034
4821,0.0044,0.0033
4822,0.0032,0.0035
4823,0.0021,0.0019
4824,0.0033,0.0029
4825,0.0029,0.0025
4826,0.004,0.0034
4827,0.0044,0.0037
4828,0.0041,0.0035
4829,0.0029,0.0024
4830,0.002,0.0017
4831,0.002,0.0016
4832,0.0024,0.0021
4833,0.0036,0.0031
4834,0.0034,0.0029
4835,0.006,0.0052
4836,0.0025,0.0021
4837,0.0057,0.005
4838,0.0033,0.0028
4839,0.0041,0.0034
4840,0.003,0.0026
4841,0.0038,0.0033
4842,0.0028,0.0025
4843,0.0017,0.0015
4844,0.0033,0.0028
4845,0.0035,0.003
4846,0.0032,0.0021
4847,0.0047,0.0043
4848,0.004,0.0033
4849,0.0027,0.002
4850,0.0039,0.0032
4851,0.0045,0.0036
4852,0.0019,0.0016
4853,0.0019,0.0015
4854,0.0038,0.0032
4855,0.0027,0.0022
4856,0.002,0.0017
4857,0.0038,0.0033
4858,0.0021,0.0018
4859,0.0033,0.0029
4860,0.0042,0.003
4861,0.0027,0.0029
4862,0.0031,0.0026
4863,0.0025,0.0021
4864,0.0028,0.0023
4865,0.0027,0.0024
4866,0.0024,0.0021
4867,0.0022,0.0018
4868,0.0038,0.0033
4869,0.0026,0.0022
4870,0.0021,0.0019
4871,0.0038,0.0032
4872,0.0035,0.003
4873,0.0031,0.0026
4874,0.0025,0.0021
4875,0.0032,0.0027
4876,0.0025,0.0021
4877,0.0031,0.0027
4878,0.0039,0.0035
4879,0.0038,0.003
4880,0.003,0.0022
4881,0.0026,0.0021
4882,0.003,0.0025
4883,0.0028,0.0023
4884,0.0029,0.0024
4885,0.0023,0.0018
4886,0.0042,0.0035
4887,0.0041,0.0035
4888,0.0027,0.0023
4889,0.0049,0.004
4890,0.0034,0.0029
4891,0.0043,0.0036
4892,0.0028,0.0023
4893,0.0023,0.0019
4894,0.0023,0.0018
4895,0.0021,0.0018
4896,0.0035,0.0029
4897,0.0049,0.0042
4898,0.0023,0.002
4899,0.0028,0.0024
4900,0.0036,0.003
4901,0.0036,0.003
4902,0.0016,0.0013
4903,0.0027,0.003
4904,0.0042,0.0031
4905,0.0024,0.0019
4906,0.0037,0.0031
4907,0.0033,0.0027
4908,0.0048,0.0041
4909,0.002,0.0017
4910,0.0032,0.0027
4911,0.0019,0.0016
4912,0.0041,0.0034
4913,0.0039,0.0033
4914,0.0027,0.0022
4915,0.0032,0.0027
4916,0.0023,0.0019
4917,0.0037,0.0038
4918,0.0042,0.003
4919,0.0037,0.0031
4920,0.0031,0.0025
4921,0.0026,0.0021
4922,0.0036,0.003
4923,0.0038,0.0032
4924,0.005,0.0043
4925,0.0037,0.0032
4926,0.0022,0.0018
4927,0.0024,0.0019
4928,0.0045,0.0043
4929,0.0019,0.0016
4930,0.003,0.0019
4931,0.0041,0.0035
4932,0.002,0.0017
4933,0.0055,0.0048
4934,0.0022,0.0019
4935,0.0028,0.0024
4936,0.0026,0.0022
4937,0.002,0.0017
4938,0.0039,0.0034
4939,0.002,0.0017
4940,0.0014,0.0012
4941,0.0021,0.0018
4942,0.0056,0.0054
4943,0.0045,0.0034
4944,0.0024,0.002
4945,0.0031,0.0026
4946,0.0034,0.003
4947,0.0024,0.0021
4948,0.004,0.0034
4949,0.0028,0.0024
4950,0.0021,0.0018
4951,0.0034,0.003
4952,0.0024,0.002
4953,0.0019,0.0016
4954,0.0041,0.0035
4955,0.0017,0.0014
4956,0.003,0.0026
4957,0.0029,0.0029
4958,0.0039,0.0029
4959,0.0039,0.0033
4960,0.0029,0.0024
4961,0.0029,0.0025
4962,0.0041,0.0035
4963,0.0042,0.0036
4964,0.0044,0.0039
4965,0.003,0.0026
4966,0.0042,0.0036
4967,0.0032,0.0027
4968,0.0019,0.0015
4969,0.0042,0.0041
4970,0.0042,0.003
4971,0.0035,0.003
4972,0.0045,0.0039
4973,0.0029,0.0024
4974,0.002,0.0017
4975,0.0017,0.0015
4976,0.0038,0.0034
4977,0.0026,0.0022
4978,0.0032,0.0027
4979,0.0015,0.0013
4980,0.002,0.0017
4981,0.0022,0.002
4982,0.0045,0.0039
4983,0.0041,0.0034
4984,0.0035,0.003
4985,0.0036,0.003
4986,0.0047,0.004
4987,0.0026,0.0022
4988,0.0035,0.0032
4989,0.004,0.0034
4990,0.0033,0.0028
4991,0.0047,0.004
4992,0.0025,0.0021
4993,0.0046,0.004
4994,0.003,0.0033
4995,0.0041,0.0027
4996,0.0037,0.003
4997,0.0065,0.0056
4998,0.0042,0.0037
4999,0.0037,0.0035
5000,0.0037,0.0033
5001,0.003,0.0027
5002,0.0049,0.0042
5003,0.0039,0.0033
5004,0.0082,0.0059
5005,0.0037,0.003
5006,0.0035,0.0029
5007,0.0035,0.0029
5008,0.002,0.0017
5009,0.0028,0.0022
5010,0.0026,0.0022
5011,0.003,0.0025
5012,0.0034,0.0029
5013,0.003,0.0025
5014,0.0045,0.0039
5015,0.0031,0.0027
5016,0.0037,0.0038
5017,0.0033,0.0021
5018,0.0063,0.0055
5019,0.002,0.0018
5020,0.003,0.0025
5021,0.0025,0.0021
5022,0.0031,0.0027
5023,0.0026,0.0023
5024,0.003,0.0025
5025,0.0031,0.0026
5026,0.0026,0.0022
5027,0.0024,0.002
5028,0.0034,0.0029
5029,0.0039,0.0033
5030,0.0038,0.0032
5031,0.0045,0.0039
5032,0.0032,0.0024
5033,0.0022,0.0017
5034,0.0054,0.0037
5035,0.0033,0.0022
5036,0.0047,0.0033
5037,0.0036,0.0026
5038,0.0028,0.0023
5039,0.0021,0.0016
5040,0.0036,0.003
5041,0.0028,0.0022
5042,0.003,0.0024
5043,0.0042,0.0032
5044,0.0028,0.0024
5045,0.0018,0.0014
5046,0.0034,0.0029
5047,0.0027,0.0023
5048,0.0034,0.0028
5049,0.0022,0.0018
5050,0.0053,0.0041
5051,0.0018,0.0015
5052,0.0029,0.0023
5053,0.0032,0.0026
5054,0.003,0.0024
5055,0.0038,0.0031
5056,0.0041,0.0034
5057,0.0065,0.0052
5058,0.0035,0.0029
5059,0.004,0.0033
5060,0.0034,0.0028
5061,0.0025,0.0021
5062,0.0029,0.0024
5063,0.0032,0.0027
5064,0.0038,0.0032
5065,0.002,0.0016
5066,0.0027,0.0022
5067,0.0017,0.0013
5068,0.0033,0.0028
5069,0.0051,0.0046
5070,0.0042,0.0024
5071,0.0037,0.0029
5072,0.0034,0.0026
5073,0.0031,0.0023
5074,0.0027,0.002
5075,0.0022,0.0016
5076,0.0036,0.0028
5077,0.0033,0.0026
5078,0.0052,0.004
5079,0.0024,0.0018
5080,0.0026,0.0019
5081,0.0035,0.0027
5082,0.0039,0.0029
5083,0.0027,0.002
5084,0.0046,0.0033
5085,0.0035,0.0027
5086,0.003,0.0023
5087,0.0043,0.0032
5088,0.0051,0.0039
5089,0.0021,0.0015
5090,0.0045,0.0036
5091,0.0042,0.0033
5092,0.0066,0.0051
5093,0.0029,0.0022
5094,0.0038,0.0028
5095,0.0024,0.0018
5096,0.0053,0.004
5097,0.0044,0.0034
5098,0.003,0.0022
5099,0.0017,0.0013
5100,0.005,0.0038
5101,0.0039,0.0029
5102,0.0032,0.0024
5103,0.0049,0.0037
5104,0.0028,0.0022
5105,0.0041,0.0031
5106,0.0026,0.0019
5107,0.0046,0.0035
5108,0.002,0.0015
5109,0.003,0.0029
5110,0.0061,0.004
5111,0.0025,0.0019
5112,0.0043,0.0032
5113,0.0044,0.0034
5114,0.0023,0.0018
5115,0.0029,0.0022
5116,0.0022,0.0017
5117,0.0046,0.0034
5118,0.0041,0.0031
5119,0.0037,0.0029
5120,0.0029,0.0022
5121,0.0023,0.0017
5122,0.0026,0.0019
5123,0.0024,0.0024
5124,0.0066,0.005
5125,0.007,0.0057
5126,0.0031,0.0025
5127,0.004,0.0034
5128,0.0032,0.0025
5129,0.005,0.0037
5130,0.0019,0.0015
5131,0.0039,0.0033
5132,0.0053,0.0046
5133,0.0049,0.0039
5134,0.0029,0.0025
5135,0.0036,0.003
5136,0.0037,0.0031
5137,0.0032,0.0026
5138,0.0017,0.0013
5139,0.0026,0.0022
5140,0.0036,0.003
5141,0.0032,0.0027
5142,0.0036,0.003
5143,0.0021,0.0017
5144,0.003,0.0024
5145,0.0021,0.0018
5146,0.0034,0.0028
5147,0.0042,0.0033
5148,0.0029,0.0024
5149,0.0044,0.0036
5150,0.0034,0.0028
5151,0.0023,0.0019
5152,0.0042,0.0035
5153,0.0026,0.0022
5154,0.0042,0.0035
5155,0.0021,0.0017
5156,0.0038,0.0033
5157,0.0037,0.0032
5158,0.0043,0.0036
5159,0.002,0.0016
5160,0.0027,0.0023
5161,0.0037,0.0031
5162,0.0023,0.0019
5163,0.0039,0.0033
5164,0.0031,0.0025
5165,0.0044,0.0038
5166,0.003,0.0027
5167,0.0032,0.0027
5168,0.0035,0.0029
5169,0.0024,0.002
5170,0.0034,0.0028
5171,0.0033,0.0028
5172,0.0042,0.0042
5173,0.0052,0.0036
5174,0.0025,0.0021
5175,0.0039,0.0032
5176,0.0038,0.0032
5177,0.0034,0.0029
5178,0.0049,0.0043
5179,0.0032,0.0028
5180,0.0026,0.0022
5181,0.0018,0.0016
5182,0.0038,0.0033
5183,0.004,0.0034
5184,0.0039,0.0034
5185,0.0031,0.0027
5186,0.0024,0.002
5187,0.004,0.0034
5188,0.003,0.0026
5189,0.0037,0.003
5190,0.0036,0.003
5191,0.0043,0.0036
5192,0.0027,0.0024
5193,0.0021,0.0018
5194,0.0034,0.0029
5195,0.0023,0.0019
5196,0.0027,0.0024
5197,0.0039,0.0032
5198,0.0025,0.0028
5199,0.0036,0.0024
5200,0.0043,0.0036
5201,0.0034,0.0028
5202,0.0024,0.002
5203,0.003,0.0026
5204,0.0022,0.0019
5205,0.004,0.0034
5206,0.0033,0.0028
5207,0.0025,0.0021
5208,0.0052,0.0044
5209,0.0038,0.0032
5210,0.0047,0.0045
5211,0.0041,0.0028
5212,0.0042,0.0035
5213,0.0042,0.0037
5214,0.003,0.0026
5215,0.0029,0.0025
5216,0.0039,0.0033
5217,0.0038,0.0033
5218,0.0031,0.0026
5219,0.0038,0.0032
5220,0.0043,0.0036
5221,0.0042,0.0035
5222,0.0036,0.003
5223,0.0036,0.0031
5224,0.0031,0.0027
5225,0.0028,0.0024
5226,0.002,0.0017
5227,0.0036,0.0031
5228,0.0039,0.0033
5229,0.0042,0.0035
5230,0.003,0.0024
5231,0.0027,0.0022
5232,0.0017,0.0015
5233,0.003,0.0026
5234,0.0022,0.0018
5235,0.0044,0.0043
5236,0.0034,0.0022
5237,0.0028,0.0024
5238,0.0023,0.002
5239,0.0034,0.0029
5240,0.0036,0.003
5241,0.0038,0.0032
5242,0.0021,0.0017
5243,0.004,0.0035
5244,0.0039,0.0034
5245,0.0032,0.0026
5246,0.0022,0.0018
5247,0.0034,0.0028
5248,0.0036,0.0031
5249,0.0024,0.0026
5250,0.0044,0.003
5251,0.0032,0.0027
5252,0.0036,0.003
5253,0.0045,0.0039
5254,0.0023,0.002
5255,0.0019,0.0016
5256,0.002,0.0018
5257,0.0041,0.0035
5258,0.0041,0.0035
5259,0.0047,0.004
5260,0.0037,0.0032
5261,0.002,0.0017
5262,0.0029,0.0031
5263,0.0042,0.0029
5264,0.0035,0.003
5265,0.0041,0.0034
5266,0.0022,0.0018
5267,0.003,0.0026
5268,0.0029,0.0024
5269,0.0036,0.003
5270,0.0031,0.0026
5271,0.0047,0.004
5272,0.0033,0.0028
5273,0.0024,0.0021
5274,0.0019,0.0017
5275,0.0035,0.0037
5276,0.0027,0.0022
5277,0.0019,0.0016
5278,0.0045,0.0033
5279,0.0022,0.0017
5280,0.0029,0.0022
5281,0.0032,0.0025
5282,0.0021,0.0016
5283,0.0027,0.0023
5284,0.0041,0.0034
5285,0.0037,0.0031
5286,0.0062,0.0053
5287,0.0059,0.0053
5288,0.0025,0.0022
5289,0.0014,0.0011
5290,0.0057,0.0042
5291,0.0039,0.0033
5292,0.0038,0.0033
5293,0.0042,0.0036
5294,0.0034,0.0029
5295,0.0032,0.0028
5296,0.0038,0.0031
5297,0.0036,0.003
5298,0.0036,0.0031
5299,0.0019,0.0016
5300,0.0025,0.0027
5301,0.0044,0.0037
5302,0.0049,0.0034
5303,0.0049,0.0042
5304,0.0045,0.004
5305,0.0031,0.0026
5306,0.0023,0.0019
5307,0.0028,0.0024
5308,0.0037,0.0031
5309,0.005,0.0043
5310,0.0023,0.002
5311,0.0019,0.0016
5312,0.0038,0.0038
5313,0.0031,0.0027
5314,0.0033,0.0028
5315,0.0045,0.0032
5316,0.0022,0.0019
5317,0.0029,0.0025
5318,0.0033,0.0029
5319,0.0032,0.0027
5320,0.0024,0.002
5321,0.0031,0.0026
5322,0.0025,0.0021
5323,0.0025,0.002
5324,0.0055,0.0049
5325,0.0045,0.0044
5326,0.0025,0.0022
5327,0.0034,0.0029
5328,0.0037,0.0025
5329,0.0029,0.0026
5330,0.0264,0.0038
5331,0.0038,0.0032
5332,0.006,0.0052
5333,0.0038,0.0033
5334,0.0027,0.0023
5335,0.0018,0.0015
5336,0.0017,0.0015
5337,0.0022,0.0024
5338,0.0029,0.0023
5339,0.0026,0.0023
5340,0.0026,0.0022
5341,0.0023,0.002
5342,0.0043,0.0036
5343,0.0032,0.0028
5344,0.0028,0.0025
5345,0.0014,0.0012
5346,0.0037,0.0032
5347,0.004,0.0035
5348,0.0025,0.0022
5349,0.0032,0.0028
5350,0.004,0.0034
5351,0.0042,0.0043
5352,0.0025,0.0022
5353,0.0037,0.0033
5354,0.0034,0.0031
5355,0.0027,0.0025
5356,0.0036,0.0029
5357,0.0037,0.0034
5358,0.0034,0.0031
5359,0.0028,0.0024
5360,0.0043,0.0039
5361,0.0027,0.0023
5362,0.0042,0.0036
5363,0.0026,0.003
5364,0.0038,0.0031
5365,0.0045,0.0038
5366,0.0038,0.0036
5367,0.0025,0.0024
5368,0.0038,0.003
5369,0.0039,0.0036
5370,0.0033,0.003
5371,0.0025,0.0023
5372,0.0023,0.002
5373,0.0027,0.0025
5374,0.0044,0.004
5375,0.0026,0.0023
5376,0.0023,0.003
5377,0.0016,0.0013
5378,0.0022,0.002
5379,0.003,0.0026
5380,0.003,0.0027
5381,0.0037,0.0035
5382,0.0049,0.0039
5383,0.0044,0.004
5384,0.0029,0.0027
5385,0.002,0.0018
5386,0.002,0.0017
5387,0.0037,0.0032
5388,0.0045,0.004
5389,0.0042,0.0043
5390,0.0053,0.0047
5391,0.0019,0.0017
5392,0.0019,0.0016
5393,0.0035,0.0031
5394,0.0024,0.002
5395,0.0029,0.002
5396,0.0041,0.0036
5397,0.0026,0.0022
5398,0.0036,0.0031
5399,0.0047,0.0042
5400,0.0026,0.0022
5401,0.0035,0.0032
5402,0.0017,0.0019
5403,0.002,0.0015
5404,0.0037,0.0032
5405,0.0033,0.0028
5406,0.0026,0.0023
5407,0.0034,0.0029
5408,0.003,0.0026
5409,0.0028,0.0018
5410,0.0037,0.0033
5411,0.0031,0.0027
5412,0.0043,0.0038
