id,gm_time_s,extend_g_time_s
220,0.0044,0.0037
221,0.0022,0.0018
222,0.0029,0.0025
223,0.003,0.0026
224,0.0037,0.0032
225,0.0028,0.0024
226,0.0027,0.0023
227,0.0048,0.0045
228,0.0035,0.0029
229,0.0047,0.0035
230,0.0014,0.0012
231,0.0039,0.0033
232,0.0037,0.0031
233,0.0039,0.0033
234,0.0041,0.0035
235,0.0034,0.003
236,0.0043,0.0038
237,0.003,0.0026
238,0.0023,0.002
239,0.0056,0.0055
240,0.0042,0.0029
241,0.0037,0.0031
242,0.0037,0.0031
243,0.004,0.0035
244,0.0042,0.0036
245,0.0023,0.0019
246,0.0038,0.0029
247,0.0028,0.0011
248,0.0039,0.0027
249,0.0042,0.0035
250,0.0028,0.003
251,0.0044,0.0038
252,0.0029,0.0025
253,0.0036,0.0025
254,0.0019,0.0016
255,0.0035,0.003
256,0.0029,0.0025
257,0.0038,0.0032
258,0.0024,0.0021
259,0.0034,0.0029
260,0.0015,0.0013
261,0.0037,0.0032
262,0.0032,0.0027
263,0.0028,0.0025
264,0.0022,0.0025
265,0.0048,0.0042
266,0.0042,0.0036
267,0.0043,0.0032
268,0.0038,0.0032
269,0.0025,0.0021
270,0.0035,0.003
271,0.0016,0.0014
272,0.004,0.0033
273,0.0039,0.0032
274,0.0021,0.0018
275,0.0033,0.0028
276,0.0035,0.0034
277,0.0027,0.0022
278,0.0047,0.004
279,0.0028,0.0024
280,0.004,0.003
281,0.003,0.0026
282,0.0035,0.003
283,0.0031,0.0026
284,0.0046,0.004
285,0.0027,0.0023
286,0.0044,0.0042
287,0.0038,0.0036
288,0.0045,0.0046
289,0.0036,0.0031
290,0.0048,0.004
291,0.0043,0.0031
292,0.0026,0.0022
293,0.0041,0.0034
294,0.004,0.0034
295,0.0047,0.0042
296,0.0034,0.0029
297,0.003,0.0026
298,0.0023,0.002
299,0.0024,0.0027
300,0.0021,0.0017
301,0.004,0.0034
302,0.0031,0.0027
303,0.0027,0.0023
304,0.0045,0.0034
305,0.0039,0.0034
306,0.0031,0.0028
307,0.0026,0.0023
308,0.0043,0.0038
309,0.003,0.0026
310,0.0027,0.0024
311,0.0031,0.0027
312,0.0031,0.0031
313,0.0025,0.0022
314,0.0034,0.0028
315,0.0028,0.0023
316,0.0028,0.0024
317,0.0025,0.0021
318,0.0047,0.0034
319,0.0024,0.0021
320,0.0041,0.0037
321,0.0031,0.0027
322,0.0027,0.0025
323,0.0041,0.0035
324,0.0022,0.0019
325,0.0033,0.0029
326,0.0022,0.0025
327,0.0042,0.0036
328,0.0021,0.0018
329,0.0027,0.0024
330,0.003,0.0027
331,0.0022,0.0015
332,0.0023,0.0021
333,0.0023,0.002
334,0.0039,0.0035
335,0.0034,0.003
336,0.0051,0.0046
337,0.0031,0.0028
338,0.0036,0.0032
339,0.002,0.0018
340,0.0028,0.003
341,0.0024,0.0021
342,0.0021,0.0019
343,0.0039,0.0034
344,0.0034,0.003
345,0.0023,0.0015
346,0.0038,0.0034
347,0.0018,0.0016
348,0.0031,0.0027
349,0.0036,0.0031
350,0.0034,0.0029
351,0.0037,0.0032
352,0.0051,0.0045
353,0.003,0.0031
354,0.0025,0.0021
355,0.002,0.0017
356,0.0035,0.003
357,0.0035,0.0029
358,0.0038,0.0029
359,0.0028,0.0023
360,0.0021,0.0019
361,0.0041,0.0034
362,0.0018,0.0016
363,0.0021,0.0018
364,0.0029,0.0024
365,0.0035,0.003
366,0.0046,0.0044
367,0.0024,0.002
368,0.003,0.0029
369,0.0026,0.0023
370,0.0029,0.0026
371,0.0031,0.0028
372,0.0047,0.0037
373,0.0031,0.0028
374,0.0032,0.0028
375,0.002,0.0016
376,0.004,0.0035
377,0.002,0.0018
378,0.0028,0.0024
379,0.0035,0.0031
380,0.0039,0.004
381,0.0035,0.003
382,0.0045,0.0039
383,0.0018,0.0016
384,0.0026,0.0023
385,0.0033,0.0028
386,0.0033,0.0022
387,0.0046,0.004
388,0.0036,0.0032
389,0.0022,0.0019
390,0.004,0.0034
391,0.0021,0.0018
392,0.0039,0.0034
393,0.0032,0.0032
394,0.0019,0.0016
395,0.0035,0.0029
396,0.0039,0.0033
397,0.0022,0.0018
398,0.0045,0.0034
399,0.0021,0.0018
400,0.0045,0.004
401,0.0036,0.0031
402,0.0032,0.0026
403,0.0029,0.0023
404,0.0035,0.0026
405,0.0026,0.0018
406,0.0027,0.0017
407,0.0044,0.0035
408,0.0025,0.0019
409,0.0016,0.0013
410,0.0033,0.0025
411,0.0022,0.0018
412,0.0039,0.0029
413,0.0023,0.0016
414,0.0035,0.0021
415,0.0049,0.0038
416,0.0036,0.003
417,0.003,0.0023
418,0.0044,0.0036
419,0.0026,0.002
420,0.0036,0.0028
421,0.0041,0.0039
422,0.0039,0.0033
423,0.0016,0.0014
424,0.0049,0.0041
425,0.0022,0.0019
426,0.0042,0.0028
427,0.0023,0.002
428,0.0024,0.0021
429,0.0047,0.0039
430,0.0014,0.0011
431,0.0043,0.0035
432,0.0022,0.0018
433,0.0037,0.0031
434,0.0023,0.0024
435,0.0045,0.0037
436,0.0029,0.0024
437,0.0031,0.0026
438,0.0036,0.003
439,0.0043,0.0029
440,0.0026,0.0021
441,0.0031,0.0026
442,0.0023,0.0019
443,0.0028,0.0024
444,0.0027,0.0022
445,0.0049,0.0042
446,0.0043,0.0036
447,0.0028,0.0029
448,0.0038,0.0032
449,0.0033,0.0028
450,0.0055,0.0046
451,0.0033,0.0027
452,0.0043,0.0028
453,0.0033,0.0027
454,0.0018,0.0015
455,0.0026,0.0022
456,0.0025,0.0021
457,0.0028,0.0024
458,0.0018,0.0014
459,0.004,0.0034
460,0.0033,0.0029
461,0.0029,0.003
462,0.0023,0.002
463,0.0035,0.0029
464,0.0049,0.0042
465,0.005,0.0044
466,0.0074,0.0057
467,0.0047,0.004
468,0.0031,0.0026
469,0.0045,0.0053
470,0.0048,0.0078
471,0.0058,0.0105
472,0.0028,0.0025
473,0.0036,0.0033
474,0.0031,0.0029
475,0.004,0.0028
476,0.0036,0.0032
477,0.0038,0.0035
478,0.0036,0.0031
479,0.0028,0.0024
480,0.0036,0.0031
481,0.0028,0.0023
482,0.0027,0.0022
483,0.002,0.0025
484,0.002,0.0017
485,0.0017,0.0014
486,0.0039,0.0032
487,0.0043,0.0036
488,0.0032,0.0026
489,0.0078,0.0028
490,0.0054,0.0018
491,0.0034,0.0025
492,0.0033,0.0024
493,0.0026,0.0019
494,0.0021,0.0016
495,0.0027,0.0024
496,0.0018,0.0015
497,0.0036,0.0026
498,0.0027,0.0021
499,0.002,0.0022
500,0.0033,0.0024
501,0.0029,0.0022
502,0.0066,0.0042
503,0.003,0.0022
504,0.0034,0.0022
505,0.0029,0.0019
506,0.0068,0.0032
507,0.005,0.0033
508,0.0039,0.0035
509,0.0026,0.0022
510,0.0035,0.0024
511,0.0044,0.0027
512,0.0051,0.0033
513,0.0029,0.0033
514,0.0051,0.0041
515,0.0029,0.0021
516,0.0022,0.0018
517,0.0034,0.0021
518,0.0043,0.0034
519,0.002,0.0017
520,0.0036,0.0021
521,0.0051,0.0034
522,0.0027,0.002
523,0.0031,0.0027
524,0.004,0.0035
525,0.0048,0.004
526,0.006,0.0043
527,0.0043,0.0032
528,0.0038,0.0022
529,0.0065,0.0043
530,0.0039,0.0034
531,0.0068,0.0041
532,0.0023,0.002
533,0.0041,0.0035
534,0.005,0.0044
535,0.0058,0.0033
536,0.0034,0.0024
537,0.0045,0.0041
538,0.0051,0.0037
539,0.0023,0.0019
540,0.0051,0.0032
541,0.0052,0.0037
542,0.004,0.0026
543,0.0047,0.002
544,0.005,0.0034
545,0.004,0.0038
546,0.0025,0.0023
547,0.0039,0.0033
548,0.0029,0.0025
549,0.0041,0.0043
550,0.0039,0.0034
551,0.0035,0.003
552,0.0031,0.0027
553,0.0055,0.0052
554,0.0023,0.0022
555,0.0038,0.0026
556,0.0045,0.004
557,0.0024,0.0021
558,0.0039,0.0036
559,0.0032,0.0028
560,0.0041,0.0043
561,0.0027,0.0024
562,0.0024,0.0021
563,0.004,0.0035
564,0.0026,0.0024
565,0.0025,0.0022
566,0.0031,0.0039
567,0.0023,0.002
568,0.0046,0.0041
569,0.0014,0.0018
570,0.0026,0.0041
571,0.0023,0.002
572,0.0058,0.0065
573,0.0017,0.0018
574,0.0048,0.0051
575,0.0037,0.0041
576,0.0022,0.0022
577,0.0039,0.0047
578,0.0035,0.004
579,0.005,0.0062
580,0.0022,0.0025
581,0.0043,0.0032
582,0.0018,0.0021
583,0.0024,0.0033
584,0.0035,0.0046
585,0.0035,0.0035
586,0.0026,0.0032
587,0.0028,0.0031
588,0.0027,0.0031
589,0.004,0.0035
590,0.0024,0.0021
591,0.0025,0.0021
592,0.0036,0.003
593,0.0035,0.003
594,0.0038,0.0033
595,0.0026,0.0022
596,0.0033,0.0023
597,0.0041,0.0036
598,0.0021,0.0019
599,0.0041,0.0035
600,0.0045,0.0044
601,0.0056,0.0048
602,0.0039,0.0036
603,0.0038,0.0036
604,0.0031,0.0031
605,0.0022,0.0021
606,0.0032,0.0029
607,0.0038,0.0039
608,0.0036,0.0028
609,0.0248,0.005
610,0.0023,0.0022
611,0.0049,0.006
612,0.004,0.0043
613,0.0032,0.0033
614,0.0027,0.0034
615,0.0031,0.0041
616,0.0023,0.003
617,0.0026,0.0024
618,0.0024,0.0021
619,0.0028,0.003
620,0.0026,0.0032
621,0.0032,0.0036
622,0.0026,0.0025
623,0.0046,0.0038
624,0.0034,0.0046
625,0.0056,0.0064
626,0.0039,0.0036
627,0.0042,0.0037
628,0.0031,0.0027
629,0.0041,0.005
630,0.0038,0.0035
631,0.003,0.0033
632,0.003,0.0026
633,0.0032,0.0028
634,0.004,0.0043
635,0.0043,0.0055
636,0.0022,0.0029
637,0.003,0.0045
638,0.0027,0.0031
639,0.0032,0.0036
640,0.0017,0.0022
641,0.0016,0.0016
642,0.0024,0.0029
643,0.0057,0.0062
644,0.0052,0.0056
645,0.0038,0.004
646,0.0039,0.0049
647,0.0039,0.004
648,0.003,0.0033
649,0.0025,0.003
650,0.0043,0.005
651,0.0044,0.0039
652,0.0036,0.0032
653,0.0028,0.0029
654,0.0029,0.0034
655,0.0033,0.0034
656,0.0032,0.0035
657,0.0026,0.0033
658,0.0032,0.0037
659,0.0026,0.0028
660,0.0037,0.0037
661,0.002,0.0027
662,0.003,0.0034
663,0.0024,0.0033
664,0.0024,0.0033
665,0.0027,0.0034
666,0.0029,0.0036
667,0.0039,0.0049
668,0.0034,0.004
669,0.0038,0.0033
670,0.0027,0.0024
671,0.0023,0.0021
672,0.0025,0.0021
673,0.0042,0.0041
674,0.0035,0.004
675,0.0052,0.0058
676,0.0024,0.0033
677,0.002,0.0017
678,0.0023,0.0023
679,0.0039,0.0043
680,0.0033,0.0041
681,0.0033,0.0035
682,0.0031,0.0027
683,0.0022,0.0019
684,0.002,0.0018
685,0.0023,0.0021
686,0.0024,0.0022
687,0.002,0.0019
688,0.0049,0.0046
689,0.0026,0.0023
690,0.0035,0.0038
691,0.0033,0.0043
692,0.0017,0.0019
693,0.0043,0.0052
694,0.0046,0.0056
695,0.0029,0.0031
696,0.0023,0.0022
697,0.0028,0.0026
698,0.0037,0.0035
699,0.004,0.0037
700,0.0046,0.0056
701,0.0046,0.0049
702,0.0024,0.0027
703,0.0036,0.0048
704,0.0023,0.0029
705,0.0021,0.0023
706,0.0021,0.0026
707,0.003,0.004
708,0.0019,0.0022
709,0.0032,0.0041
710,0.0027,0.0033
711,0.0023,0.0028
712,0.0033,0.0045
713,0.0038,0.0051
714,0.0028,0.0033
715,0.0043,0.0034
716,0.0025,0.0022
717,0.0036,0.0031
718,0.004,0.0042
719,0.0028,0.0024
720,0.003,0.0026
721,0.0016,0.0013
722,0.0039,0.0033
723,0.0032,0.0028
724,0.0023,0.002
725,0.004,0.0036
726,0.0044,0.0038
727,0.002,0.0016
728,0.0061,0.007
729,0.0017,0.0015
730,0.0025,0.0022
731,0.0033,0.0037
732,0.0032,0.0029
733,0.0043,0.0075
734,0.0034,0.0062
735,0.0017,0.0015
736,0.0029,0.0026
737,0.0019,0.0016
738,0.0038,0.0034
739,0.002,0.0018
740,0.0044,0.004
741,0.0028,0.0025
742,0.0023,0.0016
743,0.0026,0.0023
744,0.0052,0.0051
745,0.0036,0.0031
746,0.0028,0.0025
747,0.0044,0.0038
748,0.0028,0.0023
749,0.003,0.0026
750,0.0037,0.0032
751,0.0044,0.0038
752,0.0025,0.002
753,0.0044,0.0032
754,0.0044,0.0031
755,0.0035,0.0029
756,0.004,0.004
757,0.0022,0.0019
758,0.0038,0.0032
759,0.0024,0.0021
760,0.0039,0.0034
761,0.0034,0.003
762,0.0047,0.0042
763,0.004,0.0035
764,0.0032,0.0027
765,0.0026,0.0023
766,0.0041,0.0031
767,0.0019,0.0017
768,0.0027,0.0023
769,0.0037,0.0039
770,0.0029,0.0025
771,0.0047,0.0041
772,0.0039,0.0033
773,0.0031,0.0026
774,0.0031,0.0027
775,0.0076,0.0069
776,0.0015,0.0013
777,0.0023,0.002
778,0.0051,0.0039
779,0.0028,0.0024
780,0.0023,0.0026
781,0.003,0.0237
782,0.0069,0.006
783,0.0044,0.0038
784,0.0028,0.0023
785,0.0028,0.0024
786,0.002,0.0017
787,0.0021,0.0018
788,0.0033,0.0029
789,0.0046,0.0039
790,0.0027,0.0017
791,0.0016,0.0014
792,0.0034,0.0029
793,0.0032,0.0031
794,0.0029,0.0024
795,0.003,0.0025
796,0.0036,0.0031
797,0.0024,0.002
798,0.0034,0.0028
799,0.0041,0.0035
800,0.0026,0.0023
801,0.0028,0.0024
802,0.0016,0.0013
803,0.0028,0.0025
804,0.0028,0.0024
805,0.0039,0.0029
806,0.0022,0.0019
807,0.0013,0.0011
808,0.0031,0.003
809,0.0038,0.0033
810,0.0028,0.0024
811,0.0045,0.004
812,0.0018,0.0016
813,0.0037,0.0033
814,0.0038,0.0033
815,0.0034,0.003
816,0.0041,0.0036
817,0.005,0.004
818,0.0034,0.0029
819,0.0037,0.0037
820,0.0029,0.0025
821,0.003,0.0027
822,0.007,0.006
823,0.0041,0.0035
824,0.0032,0.0028
825,0.0046,0.0039
826,0.003,0.0025
827,0.0019,0.0017
828,0.0032,0.0021
829,0.0031,0.0027
830,0.0035,0.0034
831,0.0036,0.003
832,0.0037,0.0031
833,0.004,0.0034
834,0.0027,0.0022
835,0.0025,0.0021
836,0.0016,0.0014
837,0.0034,0.0029
838,0.003,0.0026
839,0.0035,0.0031
840,0.0029,0.0026
841,0.0029,0.0026
842,0.006,0.0048
843,0.0021,0.0024
844,0.0022,0.0019
845,0.0031,0.0028
846,0.0026,0.0023
847,0.0032,0.0029
848,0.0046,0.0044
849,0.0031,0.0068
850,0.0026,0.0023
851,0.0025,0.0022
852,0.0021,0.0019
853,0.0034,0.003
854,0.0035,0.0031
855,0.0028,0.0019
856,0.0043,0.0037
857,0.0027,0.0029
858,0.0044,0.0041
859,0.0036,0.0031
860,0.0032,0.0029
861,0.0019,0.0017
862,0.0044,0.0039
863,0.0029,0.0026
864,0.002,0.0018
865,0.0034,0.003
866,0.002,0.0017
867,0.0033,0.0029
868,0.0024,0.0021
869,0.0035,0.0025
870,0.0032,0.0032
871,0.0013,0.0011
872,0.0035,0.0029
873,0.0029,0.0025
874,0.0014,0.0012
875,0.003,0.0027
876,0.0033,0.0028
877,0.003,0.0025
878,0.0035,0.003
879,0.0033,0.0029
880,0.0036,0.0033
881,0.0046,0.0041
882,0.0024,0.0015
883,0.0023,0.002
884,0.0032,0.0032
885,0.0025,0.0021
886,0.0033,0.0029
887,0.0024,0.0021
888,0.0039,0.0034
889,0.0027,0.0023
890,0.0066,0.0058
891,0.0033,0.0029
892,0.0024,0.0021
893,0.003,0.0026
894,0.0033,0.0028
895,0.005,0.004
896,0.0025,0.0021
897,0.0035,0.0035
898,0.0063,0.0057
899,0.0021,0.0019
900,0.0036,0.0031
901,0.0021,0.0018
902,0.0032,0.0027
903,0.0021,0.0015
904,0.0038,0.0033
905,0.0022,0.002
906,0.0021,0.0018
907,0.003,0.0025
908,0.0048,0.0036
909,0.0032,0.003
910,0.0022,0.0019
911,0.0026,0.002
912,0.0026,0.0021
913,0.0037,0.0031
914,0.0029,0.0024
915,0.0041,0.0034
916,0.0039,0.0034
917,0.0022,0.0018
918,0.0025,0.0022
919,0.0043,0.0036
920,0.0036,0.0032
921,0.0023,0.002
922,0.0042,0.0031
923,0.0038,0.0037
924,0.0026,0.0022
925,0.0032,0.0027
926,0.0013,0.0011
927,0.0038,0.0033
928,0.0027,0.0023
929,0.0024,0.002
930,0.0029,0.0025
931,0.0032,0.0027
932,0.003,0.0025
933,0.0027,0.0023
934,0.0036,0.0031
935,0.0022,0.0019
936,0.0027,0.0018
937,0.0031,0.0032
938,0.0025,0.0021
939,0.004,0.0036
940,0.0027,0.0024
941,0.0023,0.002
942,0.0026,0.0023
943,0.0039,0.0035
944,0.0028,0.0025
945,0.0021,0.0019
946,0.0022,0.0019
947,0.003,0.0025
948,0.0046,0.004
949,0.0038,0.0033
950,0.0027,0.0018
951,0.0023,0.0025
952,0.0031,0.0027
953,0.0025,0.0021
954,0.003,0.0026
955,0.0041,0.0036
956,0.0034,0.003
957,0.0044,0.0037
958,0.0024,0.0021
959,0.0056,0.0049
960,0.0028,0.0024
961,0.0026,0.0022
962,0.0028,0.0023
963,0.0035,0.0029
964,0.0019,0.0017
965,0.0042,0.0037
966,0.004,0.0034
967,0.0045,0.0039
968,0.0026,0.0023
969,0.0028,0.0023
970,0.0052,0.0046
971,0.0031,0.0027
972,0.0038,0.0033
973,0.0026,0.0022
974,0.0026,0.0022
975,0.004,0.0033
976,0.0032,0.0027
977,0.0027,0.0024
978,0.0042,0.0037
979,0.003,0.0025
980,0.0024,0.0021
981,0.0023,0.002
982,0.0034,0.003
983,0.0015,0.0013
984,0.0028,0.0025
985,0.0026,0.0022
986,0.0033,0.0028
987,0.0031,0.0026
988,0.0025,0.0024
989,0.0023,0.0018
990,0.0021,0.0023
991,0.0065,0.005
992,0.0037,0.0032
993,0.0054,0.0048
994,0.0037,0.0032
995,0.0037,0.0032
996,0.0025,0.0021
997,0.0038,0.0034
998,0.003,0.0025
999,0.0027,0.0023
1000,0.0035,0.003
1001,0.0049,0.0043
1002,0.0014,0.0013
1003,0.003,0.0025
1004,0.0042,0.0036
1005,0.0033,0.0028
1006,0.0024,0.002
1007,0.0019,0.0017
1008,0.004,0.0035
1009,0.0023,0.0019
1010,0.004,0.0035
1011,0.0039,0.0033
1012,0.0039,0.0034
1013,0.0022,0.0019
1014,0.0048,0.0041
1015,0.0038,0.0034
1016,0.0028,0.0024
1017,0.0029,0.0024
1018,0.0038,0.0033
1019,0.0037,0.0032
1020,0.002,0.0018
1021,0.0041,0.0035
1022,0.0033,0.0028
1023,0.0032,0.0028
1024,0.0023,0.002
1025,0.004,0.0034
1026,0.0041,0.0034
1027,0.0024,0.0021
1028,0.0039,0.0035
1029,0.0028,0.0027
1030,0.0024,0.0022
1031,0.0021,0.0019
1032,0.0026,0.0023
1033,0.0038,0.0034
1034,0.0036,0.0032
1035,0.0023,0.002
1036,0.0032,0.0028
1037,0.0025,0.0021
1038,0.0057,0.0048
1039,0.0056,0.0049
1040,0.0034,0.003
1041,0.0039,0.0034
1042,0.0035,0.0031
1043,0.0024,0.0021
1044,0.0023,0.0019
1045,0.0021,0.0017
1046,0.0025,0.0022
1047,0.0039,0.0033
1048,0.0021,0.0018
1049,0.0029,0.0025
1050,0.0043,0.0037
1051,0.0026,0.0022
1052,0.0047,0.0046
1053,0.0035,0.0025
1054,0.0035,0.003
1055,0.0035,0.003
1056,0.005,0.0043
1057,0.0029,0.0024
1058,0.0034,0.003
1059,0.004,0.0036
1060,0.0067,0.0057
1061,0.003,0.0025
1062,0.0036,0.0037
1063,0.0035,0.0021
1064,0.0022,0.0017
1065,0.0031,0.0026
1066,0.0042,0.0034
1067,0.0042,0.0035
1068,0.0032,0.0027
1069,0.0029,0.0024
1070,0.0029,0.0024
1071,0.0032,0.0028
1072,0.0037,0.0031
1073,0.0031,0.0026
1074,0.0033,0.0028
1075,0.0017,0.0014
1076,0.0018,0.0021
1077,0.0047,0.0035
1078,0.0051,0.0045
1079,0.0045,0.0039
1080,0.0024,0.0021
1081,0.0039,0.0034
1082,0.002,0.0018
1083,0.0042,0.0036
1084,0.0037,0.0032
1085,0.0038,0.0033
1086,0.0032,0.0028
1087,0.0038,0.004
1088,0.0014,0.0011
1089,0.0042,0.0031
1090,0.002,0.0017
1091,0.0035,0.0031
1092,0.0028,0.0024
1093,0.0027,0.0023
1094,0.0028,0.0024
1095,0.0037,0.0031
1096,0.0022,0.0019
1097,0.0038,0.0034
1098,0.0026,0.0023
1099,0.0042,0.0037
1100,0.0026,0.0022
1101,0.0036,0.0036
1102,0.0024,0.0021
1103,0.0025,0.0015
1104,0.004,0.0035
1105,0.0038,0.0031
1106,0.002,0.0017
1107,0.0019,0.0015
1108,0.0032,0.0028
1109,0.0019,0.0016
1110,0.0038,0.0033
1111,0.0044,0.0038
1112,0.0026,0.0023
1113,0.0044,0.0038
1114,0.0027,0.0028
1115,0.0036,0.0032
1116,0.0046,0.0036
1117,0.0047,0.0043
1118,0.004,0.0036
1119,0.003,0.0026
1120,0.0023,0.002
1121,0.0033,0.0029
1122,0.0032,0.0027
1123,0.0026,0.0023
1124,0.0034,0.0029
1125,0.0041,0.0035
1126,0.0024,0.0027
1127,0.0038,0.0032
1128,0.0048,0.0036
1129,0.0032,0.0027
1130,0.0017,0.0014
1131,0.0036,0.0031
1132,0.0041,0.0037
1133,0.0016,0.0013
1134,0.0022,0.0019
1135,0.0039,0.0033
1136,0.003,0.0025
1137,0.0022,0.0018
1138,0.0025,0.0021
1139,0.0052,0.005
1140,0.0021,0.0017
1141,0.0032,0.0027
1142,0.0045,0.0032
1143,0.0046,0.0039
1144,0.0029,0.0025
1145,0.003,0.0025
1146,0.0043,0.0038
1147,0.0031,0.0027
1148,0.0027,0.0022
1149,0.0029,0.0025
1150,0.0035,0.003
1151,0.0044,0.0043
1152,0.0025,0.0021
1153,0.0038,0.0032
1154,0.003,0.0025
1155,0.0031,0.0022
1156,0.0031,0.0027
1157,0.0031,0.0027
1158,0.0044,0.0038
1159,0.0026,0.0022
1160,0.0027,0.0023
1161,0.0029,0.0026
1162,0.0016,0.0013
1163,0.0034,0.003
1164,0.0043,0.0037
1165,0.0034,0.0035
1166,0.0021,0.0018
1167,0.0021,0.0018
1168,0.003,0.0026
